model,n_early,seed,n_train,n_cal,n_test,n_params,train_time_s,test_cells,y_true,y_pred,MAE,RMSE,MAPE,MedianAE,Within_50,Within_100,Bias,fold
Ensemble_NN,100,2,70,22,21,36353,9.97,SEV_batch1_c043|SEV_batch1_c019|SEV_batch2_c031|SEV_batch1_c042|SEV_batch2_c021|SEV_batch1_c009|SEV_batch2_c005|SEV_batch2_c038|SEV_batch2_c047|SEV_batch1_c031|SEV_batch1_c022|SEV_batch3_c016|SEV_batch3_c021|SEV_batch1_c029|SEV_batch1_c010|SEV_batch3_c019|SEV_batch2_c012|SEV_batch1_c015|SEV_batch3_c034|SEV_batch1_c005|SEV_batch1_c020,498|507|252|500|250|887|390|251|259|629|793|568|409|505|506|904|252|517|133|906|421,530.81|454.35|291.73|491.56|227.87|516.10|252.61|304.90|112.42|341.70|512.12|369.75|404.00|581.67|438.46|482.53|281.92|474.94|476.65|555.18|139.90,154.7232,206.8491,36.8878,76.6661,0.3333,0.5238,-99.8022,2
Ensemble_NN,100,0,68,22,23,36353,10.47,SEV_batch3_c013|SEV_batch1_c008|SEV_batch3_c011|SEV_batch3_c026|SEV_batch3_c042|SEV_batch2_c020|SEV_batch2_c013|SEV_batch3_c000|SEV_batch2_c009|SEV_batch3_c004|SEV_batch2_c028|SEV_batch3_c041|SEV_batch3_c001|SEV_batch3_c014|SEV_batch2_c003|SEV_batch2_c024|SEV_batch2_c011|SEV_batch3_c036|SEV_batch2_c023|SEV_batch2_c043|SEV_batch1_c039|SEV_batch3_c037|SEV_batch2_c025,377|494|145|673|1341|247|244|819|309|441|248|621|585|143|248|247|248|863|246|249|504|598|249,411.13|397.95|463.49|568.76|557.52|204.90|283.20|530.65|252.76|653.05|369.09|447.55|411.97|472.31|39.51|255.57|266.34|380.99|353.51|222.75|542.27|315.69|218.16,172.7739,248.8952,46.3263,107.5102,0.3478,0.4348,-66.0816,3
Ensemble_NN,100,1,68,22,23,36353,8.27,SEV_batch3_c013|SEV_batch1_c008|SEV_batch3_c011|SEV_batch3_c026|SEV_batch3_c042|SEV_batch2_c020|SEV_batch2_c013|SEV_batch3_c000|SEV_batch2_c009|SEV_batch3_c004|SEV_batch2_c028|SEV_batch3_c041|SEV_batch3_c001|SEV_batch3_c014|SEV_batch2_c003|SEV_batch2_c024|SEV_batch2_c011|SEV_batch3_c036|SEV_batch2_c023|SEV_batch2_c043|SEV_batch1_c039|SEV_batch3_c037|SEV_batch2_c025,377|494|145|673|1341|247|244|819|309|441|248|621|585|143|248|247|248|863|246|249|504|598|249,430.84|395.14|488.40|559.87|537.92|194.66|269.92|524.88|212.33|638.46|376.91|412.45|413.47|481.43|64.86|246.74|279.44|407.26|358.03|218.24|546.90|289.37|227.02,178.8307,254.0064,48.236,113.1251,0.2609,0.4348,-68.0194,3
Ensemble_NN,100,2,68,22,23,36353,12.13,SEV_batch3_c013|SEV_batch1_c008|SEV_batch3_c011|SEV_batch3_c026|SEV_batch3_c042|SEV_batch2_c020|SEV_batch2_c013|SEV_batch3_c000|SEV_batch2_c009|SEV_batch3_c004|SEV_batch2_c028|SEV_batch3_c041|SEV_batch3_c001|SEV_batch3_c014|SEV_batch2_c003|SEV_batch2_c024|SEV_batch2_c011|SEV_batch3_c036|SEV_batch2_c023|SEV_batch2_c043|SEV_batch1_c039|SEV_batch3_c037|SEV_batch2_c025,377|494|145|673|1341|247|244|819|309|441|248|621|585|143|248|247|248|863|246|249|504|598|249,438.56|376.92|501.62|561.73|522.60|205.65|289.43|514.84|256.43|635.34|357.78|408.59|428.26|482.67|70.17|248.65|280.35|401.68|361.21|218.92|548.49|134.42|238.25,185.1584,266.8203,49.0593,115.2143,0.3043,0.3913,-72.019,3
Ensemble_NN,100,0,69,22,22,36353,8.91,SEV_batch2_c030|SEV_batch3_c020|SEV_batch1_c045|SEV_batch1_c035|SEV_batch3_c029|SEV_batch1_c003|SEV_batch2_c018|SEV_batch1_c024|SEV_batch1_c004|SEV_batch1_c026|SEV_batch3_c025|SEV_batch3_c010|SEV_batch3_c031|SEV_batch2_c042|SEV_batch3_c009|SEV_batch3_c045|SEV_batch1_c023|SEV_batch2_c026|SEV_batch2_c039|SEV_batch3_c033|SEV_batch1_c016|SEV_batch3_c015,246|660|506|495|734|876|246|208|877|431|391|102|112|245|371|636|891|249|246|352|525|519,306.98|606.15|533.94|531.26|508.02|594.77|207.40|513.40|621.36|454.58|522.02|515.41|624.05|302.63|576.90|575.00|610.58|229.93|159.40|574.15|619.94|602.33,158.0439,207.9173,66.4556,90.7698,0.2273,0.5455,39.6447,4
Ensemble_NN,100,1,69,22,22,36353,9.94,SEV_batch2_c030|SEV_batch3_c020|SEV_batch1_c045|SEV_batch1_c035|SEV_batch3_c029|SEV_batch1_c003|SEV_batch2_c018|SEV_batch1_c024|SEV_batch1_c004|SEV_batch1_c026|SEV_batch3_c025|SEV_batch3_c010|SEV_batch3_c031|SEV_batch2_c042|SEV_batch3_c009|SEV_batch3_c045|SEV_batch1_c023|SEV_batch2_c026|SEV_batch2_c039|SEV_batch3_c033|SEV_batch1_c016|SEV_batch3_c015,246|660|506|495|734|876|246|208|877|431|391|102|112|245|371|636|891|249|246|352|525|519,310.43|562.01|524.23|501.25|527.83|579.44|219.81|484.30|614.23|426.18|502.43|490.24|588.53|299.19|550.44|529.10|574.90|269.09|169.96|551.11|603.35|579.72,151.2204,200.345,61.9065,102.4463,0.2273,0.5,24.5354,4
Ensemble_NN,100,2,69,22,22,36353,6.88,SEV_batch2_c030|SEV_batch3_c020|SEV_batch1_c045|SEV_batch1_c035|SEV_batch3_c029|SEV_batch1_c003|SEV_batch2_c018|SEV_batch1_c024|SEV_batch1_c004|SEV_batch1_c026|SEV_batch3_c025|SEV_batch3_c010|SEV_batch3_c031|SEV_batch2_c042|SEV_batch3_c009|SEV_batch3_c045|SEV_batch1_c023|SEV_batch2_c026|SEV_batch2_c039|SEV_batch3_c033|SEV_batch1_c016|SEV_batch3_c015,246|660|506|495|734|876|246|208|877|431|391|102|112|245|371|636|891|249|246|352|525|519,307.70|590.24|517.53|532.36|520.66|589.48|195.52|517.05|617.19|439.78|519.58|521.45|606.37|302.38|564.13|575.30|581.29|220.79|159.94|560.10|613.05|587.76,156.8568,207.2012,65.8531,87.0573,0.1818,0.5455,32.8026,4
Neural_ODE,100,0,68,23,22,36353,2.49,SEV_batch2_c006|SEV_batch1_c006|SEV_batch2_c019|SEV_batch2_c004|SEV_batch1_c012|SEV_batch3_c008|SEV_batch2_c040|SEV_batch1_c044|SEV_batch1_c013|SEV_batch2_c002|SEV_batch1_c030|SEV_batch3_c018|SEV_batch3_c030|SEV_batch1_c021|SEV_batch1_c000|SEV_batch2_c029|SEV_batch3_c040|SEV_batch2_c044|SEV_batch3_c027|SEV_batch2_c036|SEV_batch3_c012|SEV_batch3_c043,256|518|247|245|504|426|361|500|500|246|432|591|753|462|701|245|237|246|773|249|463|706,321.53|784.94|322.36|277.22|690.34|564.93|454.86|620.20|664.98|313.44|543.10|586.53|624.42|613.69|310.64|372.27|485.35|329.02|557.61|307.05|636.63|655.76,134.2717,159.9448,32.6902,123.7379,0.0909,0.4091,62.5407,0
Neural_ODE,100,1,68,23,22,36353,3.96,SEV_batch2_c006|SEV_batch1_c006|SEV_batch2_c019|SEV_batch2_c004|SEV_batch1_c012|SEV_batch3_c008|SEV_batch2_c040|SEV_batch1_c044|SEV_batch1_c013|SEV_batch2_c002|SEV_batch1_c030|SEV_batch3_c018|SEV_batch3_c030|SEV_batch1_c021|SEV_batch1_c000|SEV_batch2_c029|SEV_batch3_c040|SEV_batch2_c044|SEV_batch3_c027|SEV_batch2_c036|SEV_batch3_c012|SEV_batch3_c043,256|518|247|245|504|426|361|500|500|246|432|591|753|462|701|245|237|246|773|249|463|706,318.11|567.11|223.69|227.76|609.91|477.36|423.60|534.15|599.61|344.88|532.03|575.08|455.26|948.49|356.00|355.82|425.67|264.05|398.85|272.68|508.24|573.93,124.6427,179.4685,27.5476,80.7418,0.3636,0.5909,15.0581,0
Neural_ODE,100,2,68,23,22,36353,3.08,SEV_batch2_c006|SEV_batch1_c006|SEV_batch2_c019|SEV_batch2_c004|SEV_batch1_c012|SEV_batch3_c008|SEV_batch2_c040|SEV_batch1_c044|SEV_batch1_c013|SEV_batch2_c002|SEV_batch1_c030|SEV_batch3_c018|SEV_batch3_c030|SEV_batch1_c021|SEV_batch1_c000|SEV_batch2_c029|SEV_batch3_c040|SEV_batch2_c044|SEV_batch3_c027|SEV_batch2_c036|SEV_batch3_c012|SEV_batch3_c043,256|518|247|245|504|426|361|500|500|246|432|591|753|462|701|245|237|246|773|249|463|706,97.01|438.22|324.72|279.52|601.52|524.13|441.24|592.02|605.49|251.91|475.63|479.39|557.23|497.39|456.40|298.82|409.96|269.14|498.08|289.98|589.94|604.06,102.546,123.3924,23.8793,94.7701,0.2727,0.5909,-3.6,0
Neural_ODE,100,0,68,22,23,36353,2.75,SEV_batch1_c014|SEV_batch1_c017|SEV_batch2_c037|SEV_batch1_c037|SEV_batch1_c027|SEV_batch2_c022|SEV_batch1_c025|SEV_batch3_c039|SEV_batch2_c032|SEV_batch3_c003|SEV_batch1_c036|SEV_batch2_c041|SEV_batch2_c010|SEV_batch1_c011|SEV_batch1_c040|SEV_batch3_c038|SEV_batch2_c035|SEV_batch1_c034|SEV_batch2_c007|SEV_batch3_c006|SEV_batch1_c007|SEV_batch3_c007|SEV_batch2_c033,522|507|245|438|502|245|569|938|360|600|490|249|249|507|485|1681|246|541|530|549|569|389|246,685.46|571.91|271.40|478.01|480.18|297.65|634.70|424.16|313.68|569.25|501.08|291.36|216.74|532.83|558.66|630.50|290.36|460.96|302.04|508.12|522.77|366.11|370.16,123.8288,255.4282,18.9979,46.2296,0.5652,0.7826,-59.9521,1
Neural_ODE,100,1,68,22,23,36353,2.09,SEV_batch1_c014|SEV_batch1_c017|SEV_batch2_c037|SEV_batch1_c037|SEV_batch1_c027|SEV_batch2_c022|SEV_batch1_c025|SEV_batch3_c039|SEV_batch2_c032|SEV_batch3_c003|SEV_batch1_c036|SEV_batch2_c041|SEV_batch2_c010|SEV_batch1_c011|SEV_batch1_c040|SEV_batch3_c038|SEV_batch2_c035|SEV_batch1_c034|SEV_batch2_c007|SEV_batch3_c006|SEV_batch1_c007|SEV_batch3_c007|SEV_batch2_c033,522|507|245|438|502|245|569|938|360|600|490|249|249|507|485|1681|246|541|530|549|569|389|246,567.75|579.66|270.30|527.64|481.70|278.77|647.26|345.91|330.61|532.11|524.33|319.82|192.24|423.87|517.83|556.45|334.52|462.27|394.82|518.66|498.54|522.61|359.67,135.129,274.3171,21.3426,70.8159,0.3478,0.7826,-63.8996,1
Neural_ODE,100,2,68,22,23,36353,2.21,SEV_batch1_c014|SEV_batch1_c017|SEV_batch2_c037|SEV_batch1_c037|SEV_batch1_c027|SEV_batch2_c022|SEV_batch1_c025|SEV_batch3_c039|SEV_batch2_c032|SEV_batch3_c003|SEV_batch1_c036|SEV_batch2_c041|SEV_batch2_c010|SEV_batch1_c011|SEV_batch1_c040|SEV_batch3_c038|SEV_batch2_c035|SEV_batch1_c034|SEV_batch2_c007|SEV_batch3_c006|SEV_batch1_c007|SEV_batch3_c007|SEV_batch2_c033,522|507|245|438|502|245|569|938|360|600|490|249|249|507|485|1681|246|541|530|549|569|389|246,698.80|589.15|320.14|442.98|451.01|309.79|655.47|411.58|312.31|549.05|456.94|295.28|254.21|472.01|552.30|586.72|324.41|450.31|423.04|721.69|531.90|405.00|373.49,133.7747,265.3894,21.1984,67.2986,0.3478,0.7391,-46.4971,1
Neural_ODE,100,0,70,22,21,36353,2.12,SEV_batch1_c043|SEV_batch1_c019|SEV_batch2_c031|SEV_batch1_c042|SEV_batch2_c021|SEV_batch1_c009|SEV_batch2_c005|SEV_batch2_c038|SEV_batch2_c047|SEV_batch1_c031|SEV_batch1_c022|SEV_batch3_c016|SEV_batch3_c021|SEV_batch1_c029|SEV_batch1_c010|SEV_batch3_c019|SEV_batch2_c012|SEV_batch1_c015|SEV_batch3_c034|SEV_batch1_c005|SEV_batch1_c020,498|507|252|500|250|887|390|251|259|629|793|568|409|505|506|904|252|517|133|906|421,551.20|452.83|353.41|456.96|219.11|601.19|230.90|334.16|139.91|402.86|492.90|422.25|275.57|603.25|680.96|485.76|291.96|405.89|493.90|428.47|189.94,173.6813,214.6986,42.0654,133.429,0.1429,0.3333,-86.839,2
Neural_ODE,100,1,70,22,21,36353,2.52,SEV_batch1_c043|SEV_batch1_c019|SEV_batch2_c031|SEV_batch1_c042|SEV_batch2_c021|SEV_batch1_c009|SEV_batch2_c005|SEV_batch2_c038|SEV_batch2_c047|SEV_batch1_c031|SEV_batch1_c022|SEV_batch3_c016|SEV_batch3_c021|SEV_batch1_c029|SEV_batch1_c010|SEV_batch3_c019|SEV_batch2_c012|SEV_batch1_c015|SEV_batch3_c034|SEV_batch1_c005|SEV_batch1_c020,498|507|252|500|250|887|390|251|259|629|793|568|409|505|506|904|252|517|133|906|421,607.05|437.47|311.70|511.85|230.41|631.12|288.68|314.15|166.84|398.48|524.05|368.67|359.10|614.85|395.78|550.83|304.95|419.54|504.90|527.11|111.00,157.8741,197.1149,39.0704,109.0533,0.1429,0.4286,-83.7363,2
Neural_ODE,100,2,70,22,21,36353,3.48,SEV_batch1_c043|SEV_batch1_c019|SEV_batch2_c031|SEV_batch1_c042|SEV_batch2_c021|SEV_batch1_c009|SEV_batch2_c005|SEV_batch2_c038|SEV_batch2_c047|SEV_batch1_c031|SEV_batch1_c022|SEV_batch3_c016|SEV_batch3_c021|SEV_batch1_c029|SEV_batch1_c010|SEV_batch3_c019|SEV_batch2_c012|SEV_batch1_c015|SEV_batch3_c034|SEV_batch1_c005|SEV_batch1_c020,498|507|252|500|250|887|390|251|259|629|793|568|409|505|506|904|252|517|133|906|421,466.51|382.20|257.39|553.13|282.03|626.53|287.81|270.17|216.12|449.73|501.17|322.55|374.82|649.78|451.02|419.30|236.39|569.43|427.74|644.55|223.25,139.4636,187.1973,31.4322,102.1926,0.3333,0.4762,-82.1614,2
Neural_ODE,100,0,68,22,23,36353,2.94,SEV_batch3_c013|SEV_batch1_c008|SEV_batch3_c011|SEV_batch3_c026|SEV_batch3_c042|SEV_batch2_c020|SEV_batch2_c013|SEV_batch3_c000|SEV_batch2_c009|SEV_batch3_c004|SEV_batch2_c028|SEV_batch3_c041|SEV_batch3_c001|SEV_batch3_c014|SEV_batch2_c003|SEV_batch2_c024|SEV_batch2_c011|SEV_batch3_c036|SEV_batch2_c023|SEV_batch2_c043|SEV_batch1_c039|SEV_batch3_c037|SEV_batch2_c025,377|494|145|673|1341|247|244|819|309|441|248|621|585|143|248|247|248|863|246|249|504|598|249,458.62|463.02|438.69|603.94|527.60|240.02|263.67|570.94|196.84|741.23|372.06|351.92|466.14|447.67|92.33|272.91|236.00|428.19|341.59|239.54|547.71|128.55|242.59,175.8928,260.8826,44.9804,112.1641,0.3478,0.4783,-63.7934,3
Neural_ODE,100,1,68,22,23,36353,2.6,SEV_batch3_c013|SEV_batch1_c008|SEV_batch3_c011|SEV_batch3_c026|SEV_batch3_c042|SEV_batch2_c020|SEV_batch2_c013|SEV_batch3_c000|SEV_batch2_c009|SEV_batch3_c004|SEV_batch2_c028|SEV_batch3_c041|SEV_batch3_c001|SEV_batch3_c014|SEV_batch2_c003|SEV_batch2_c024|SEV_batch2_c011|SEV_batch3_c036|SEV_batch2_c023|SEV_batch2_c043|SEV_batch1_c039|SEV_batch3_c037|SEV_batch2_c025,377|494|145|673|1341|247|244|819|309|441|248|621|585|143|248|247|248|863|246|249|504|598|249,449.18|411.08|520.73|555.70|508.87|242.45|187.52|547.76|121.55|658.04|352.99|335.27|467.77|448.69|331.12|290.06|294.40|517.99|269.94|233.17|499.48|451.88|302.16,164.8622,244.3551,45.0908,104.9864,0.2609,0.4783,-49.6179,3
Neural_ODE,100,2,68,22,23,36353,2.69,SEV_batch3_c013|SEV_batch1_c008|SEV_batch3_c011|SEV_batch3_c026|SEV_batch3_c042|SEV_batch2_c020|SEV_batch2_c013|SEV_batch3_c000|SEV_batch2_c009|SEV_batch3_c004|SEV_batch2_c028|SEV_batch3_c041|SEV_batch3_c001|SEV_batch3_c014|SEV_batch2_c003|SEV_batch2_c024|SEV_batch2_c011|SEV_batch3_c036|SEV_batch2_c023|SEV_batch2_c043|SEV_batch1_c039|SEV_batch3_c037|SEV_batch2_c025,377|494|145|673|1341|247|244|819|309|441|248|621|585|143|248|247|248|863|246|249|504|598|249,480.06|514.43|491.75|631.75|545.21|247.49|233.44|579.56|152.44|723.77|379.69|412.20|472.13|495.16|98.01|284.94|273.53|503.40|347.20|231.02|556.32|159.38|273.20,174.3476,254.186,48.1097,112.8701,0.3478,0.3913,-45.7792,3
Neural_ODE,100,0,69,22,22,36353,2.65,SEV_batch2_c030|SEV_batch3_c020|SEV_batch1_c045|SEV_batch1_c035|SEV_batch3_c029|SEV_batch1_c003|SEV_batch2_c018|SEV_batch1_c024|SEV_batch1_c004|SEV_batch1_c026|SEV_batch3_c025|SEV_batch3_c010|SEV_batch3_c031|SEV_batch2_c042|SEV_batch3_c009|SEV_batch3_c045|SEV_batch1_c023|SEV_batch2_c026|SEV_batch2_c039|SEV_batch3_c033|SEV_batch1_c016|SEV_batch3_c015,246|660|506|495|734|876|246|208|877|431|391|102|112|245|371|636|891|249|246|352|525|519,255.54|577.70|484.60|464.68|448.76|507.31|209.11|435.74|525.03|358.41|481.00|477.38|582.43|267.10|552.66|547.99|528.85|191.50|176.72|543.93|608.52|494.61,159.2273,213.5324,60.8648,85.7684,0.2727,0.5909,-9.0183,4
Neural_ODE,100,1,69,22,22,36353,2.46,SEV_batch2_c030|SEV_batch3_c020|SEV_batch1_c045|SEV_batch1_c035|SEV_batch3_c029|SEV_batch1_c003|SEV_batch2_c018|SEV_batch1_c024|SEV_batch1_c004|SEV_batch1_c026|SEV_batch3_c025|SEV_batch3_c010|SEV_batch3_c031|SEV_batch2_c042|SEV_batch3_c009|SEV_batch3_c045|SEV_batch1_c023|SEV_batch2_c026|SEV_batch2_c039|SEV_batch3_c033|SEV_batch1_c016|SEV_batch3_c015,246|660|506|495|734|876|246|208|877|431|391|102|112|245|371|636|891|249|246|352|525|519,318.55|590.43|579.13|626.33|564.07|557.74|259.41|575.10|600.65|462.44|574.35|662.60|595.68|328.93|635.83|682.61|635.55|280.69|203.31|624.39|619.53|589.36,177.8715,232.8201,75.9212,112.9287,0.2273,0.5,74.9396,4
Neural_ODE,100,2,69,22,22,36353,2.47,SEV_batch2_c030|SEV_batch3_c020|SEV_batch1_c045|SEV_batch1_c035|SEV_batch3_c029|SEV_batch1_c003|SEV_batch2_c018|SEV_batch1_c024|SEV_batch1_c004|SEV_batch1_c026|SEV_batch3_c025|SEV_batch3_c010|SEV_batch3_c031|SEV_batch2_c042|SEV_batch3_c009|SEV_batch3_c045|SEV_batch1_c023|SEV_batch2_c026|SEV_batch2_c039|SEV_batch3_c033|SEV_batch1_c016|SEV_batch3_c015,246|660|506|495|734|876|246|208|877|431|391|102|112|245|371|636|891|249|246|352|525|519,345.78|624.84|567.59|600.93|574.78|579.09|321.38|587.94|615.30|488.25|591.17|602.24|616.55|338.92|650.33|680.21|572.74|271.49|188.93|609.61|593.81|570.90,178.7013,231.0098,75.8371,102.8531,0.1364,0.5,76.1268,4
LSTM,100,0,68,23,22,331393,145.15,SEV_batch2_c006|SEV_batch1_c006|SEV_batch2_c019|SEV_batch2_c004|SEV_batch1_c012|SEV_batch3_c008|SEV_batch2_c040|SEV_batch1_c044|SEV_batch1_c013|SEV_batch2_c002|SEV_batch1_c030|SEV_batch3_c018|SEV_batch3_c030|SEV_batch1_c021|SEV_batch1_c000|SEV_batch2_c029|SEV_batch3_c040|SEV_batch2_c044|SEV_batch3_c027|SEV_batch2_c036|SEV_batch3_c012|SEV_batch3_c043,256|518|247|245|504|426|361|500|500|246|432|591|753|462|701|245|237|246|773|249|463|706,195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75,243.3864,301.4166,47.2261,251.25,0.1364,0.3636,-243.3864,0
LSTM,100,1,68,23,22,331393,150.26,SEV_batch2_c006|SEV_batch1_c006|SEV_batch2_c019|SEV_batch2_c004|SEV_batch1_c012|SEV_batch3_c008|SEV_batch2_c040|SEV_batch1_c044|SEV_batch1_c013|SEV_batch2_c002|SEV_batch1_c030|SEV_batch3_c018|SEV_batch3_c030|SEV_batch1_c021|SEV_batch1_c000|SEV_batch2_c029|SEV_batch3_c040|SEV_batch2_c044|SEV_batch3_c027|SEV_batch2_c036|SEV_batch3_c012|SEV_batch3_c043,256|518|247|245|504|426|361|500|500|246|432|591|753|462|701|245|237|246|773|249|463|706,199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87,239.2687,298.1015,46.116,247.1323,0.3182,0.3636,-239.2687,0
LSTM,100,2,68,23,22,331393,133.17,SEV_batch2_c006|SEV_batch1_c006|SEV_batch2_c019|SEV_batch2_c004|SEV_batch1_c012|SEV_batch3_c008|SEV_batch2_c040|SEV_batch1_c044|SEV_batch1_c013|SEV_batch2_c002|SEV_batch1_c030|SEV_batch3_c018|SEV_batch3_c030|SEV_batch1_c021|SEV_batch1_c000|SEV_batch2_c029|SEV_batch3_c040|SEV_batch2_c044|SEV_batch3_c027|SEV_batch2_c036|SEV_batch3_c012|SEV_batch3_c043,256|518|247|245|504|426|361|500|500|246|432|591|753|462|701|245|237|246|773|249|463|706,198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15,240.9875,299.4829,46.5794,248.8512,0.2727,0.3636,-240.9875,0
LSTM,100,0,68,22,23,331393,137.77,SEV_batch1_c014|SEV_batch1_c017|SEV_batch2_c037|SEV_batch1_c037|SEV_batch1_c027|SEV_batch2_c022|SEV_batch1_c025|SEV_batch3_c039|SEV_batch2_c032|SEV_batch3_c003|SEV_batch1_c036|SEV_batch2_c041|SEV_batch2_c010|SEV_batch1_c011|SEV_batch1_c040|SEV_batch3_c038|SEV_batch2_c035|SEV_batch1_c034|SEV_batch2_c007|SEV_batch3_c006|SEV_batch1_c007|SEV_batch3_c007|SEV_batch2_c033,522|507|245|438|502|245|569|938|360|600|490|249|249|507|485|1681|246|541|530|549|569|389|246,195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75|195.75,311.0761,430.2411,52.074,306.25,0.087,0.2609,-311.0761,1
LSTM,100,1,68,22,23,331393,236.27,SEV_batch1_c014|SEV_batch1_c017|SEV_batch2_c037|SEV_batch1_c037|SEV_batch1_c027|SEV_batch2_c022|SEV_batch1_c025|SEV_batch3_c039|SEV_batch2_c032|SEV_batch3_c003|SEV_batch1_c036|SEV_batch2_c041|SEV_batch2_c010|SEV_batch1_c011|SEV_batch1_c040|SEV_batch3_c038|SEV_batch2_c035|SEV_batch1_c034|SEV_batch2_c007|SEV_batch3_c006|SEV_batch1_c007|SEV_batch3_c007|SEV_batch2_c033,522|507|245|438|502|245|569|938|360|600|490|249|249|507|485|1681|246|541|530|549|569|389|246,199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87,306.9584,427.2733,51.0658,302.1323,0.2609,0.2609,-306.9584,1
LSTM,100,2,68,22,23,331393,224.44,SEV_batch1_c014|SEV_batch1_c017|SEV_batch2_c037|SEV_batch1_c037|SEV_batch1_c027|SEV_batch2_c022|SEV_batch1_c025|SEV_batch3_c039|SEV_batch2_c032|SEV_batch3_c003|SEV_batch1_c036|SEV_batch2_c041|SEV_batch2_c010|SEV_batch1_c011|SEV_batch1_c040|SEV_batch3_c038|SEV_batch2_c035|SEV_batch1_c034|SEV_batch2_c007|SEV_batch3_c006|SEV_batch1_c007|SEV_batch3_c007|SEV_batch2_c033,522|507|245|438|502|245|569|938|360|600|490|249|249|507|485|1681|246|541|530|549|569|389|246,198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15,308.6772,428.5098,51.4867,303.8512,0.1739,0.2609,-308.6772,1
LSTM,100,0,70,22,21,331393,138.09,SEV_batch1_c043|SEV_batch1_c019|SEV_batch2_c031|SEV_batch1_c042|SEV_batch2_c021|SEV_batch1_c009|SEV_batch2_c005|SEV_batch2_c038|SEV_batch2_c047|SEV_batch1_c031|SEV_batch1_c022|SEV_batch3_c016|SEV_batch3_c021|SEV_batch1_c029|SEV_batch1_c010|SEV_batch3_c019|SEV_batch2_c012|SEV_batch1_c015|SEV_batch3_c034|SEV_batch1_c005|SEV_batch1_c020,498|507|252|500|250|887|390|251|259|629|793|568|409|505|506|904|252|517|133|906|421,195.78|195.78|195.78|195.78|195.78|195.78|195.78|195.78|195.78|195.78|195.78|195.78|195.78|195.78|195.78|195.78|195.78|195.78|195.78|195.78|195.78,302.4365,371.3938,53.6815,304.2193,0.0,0.2857,-296.4574,2
LSTM,100,1,70,22,21,331393,141.47,SEV_batch1_c043|SEV_batch1_c019|SEV_batch2_c031|SEV_batch1_c042|SEV_batch2_c021|SEV_batch1_c009|SEV_batch2_c005|SEV_batch2_c038|SEV_batch2_c047|SEV_batch1_c031|SEV_batch1_c022|SEV_batch3_c016|SEV_batch3_c021|SEV_batch1_c029|SEV_batch1_c010|SEV_batch3_c019|SEV_batch2_c012|SEV_batch1_c015|SEV_batch3_c034|SEV_batch1_c005|SEV_batch1_c020,498|507|252|500|250|887|390|251|259|629|793|568|409|505|506|904|252|517|133|906|421,199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87|199.87,298.74,368.1408,52.9136,300.1337,0.0,0.2857,-292.3718,2
LSTM,100,2,70,22,21,331393,151.52,SEV_batch1_c043|SEV_batch1_c019|SEV_batch2_c031|SEV_batch1_c042|SEV_batch2_c021|SEV_batch1_c009|SEV_batch2_c005|SEV_batch2_c038|SEV_batch2_c047|SEV_batch1_c031|SEV_batch1_c022|SEV_batch3_c016|SEV_batch3_c021|SEV_batch1_c029|SEV_batch1_c010|SEV_batch3_c019|SEV_batch2_c012|SEV_batch1_c015|SEV_batch3_c034|SEV_batch1_c005|SEV_batch1_c020,498|507|252|500|250|887|390|251|259|629|793|568|409|505|506|904|252|517|133|906|421,198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15|198.15,300.2954,369.5075,53.2367,301.8528,0.0,0.2857,-294.0909,2
